v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21	v22	v23	v24	v25	v26	v27	v28	v29	v30	v31	v32	v33	v34	v35	v36	v37	v38	v39	v40	v41	v42	v43	v44	v45	v46	v47	v48	v49	v50	v51	v52	v53	v54	v55	v56	v57	v58	v59	v60	v61	v62	v63	v64	v65	v66	v67	v68	v69	v70	v71	v72	v73	v74	v75	v76	v77	v78	v79	v80	v81	v82	v83	v84	v85	v86	v87	v88	v89	v90	v91	v92	v93	v94	v95	v96	v97	v98	v99	v100	v101	v102	v103	v104	v105	v106	v107	v108	v109	v110	v111	v112	v113	v114	v115	v116	v117	v118	v119	v120	v121	v122	v123	v124	v125	v126	v127	v128	v129	v130	v131	v132	v133	v134	v135	v136	v137	v138	v139	v140	v141	v142	v143	v144	v145
DEU	2760000	DEU9797	1	27600	35	774	1	2	2	4	4	2	2	1	7	2	2	1	7	5	2	2	2	2	2	1	1	1	1	1	2	1	2	2	2	2	1	2	2	3	4	3	2	1	1	1	3	2	4	3	3	4	5	5	4	4	4	4	2	2	1	1	2	2	2	2	2	1	1	7	1	2	2	1	2	2	1	1	1	2	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5223	7119	7131	0.7501	0.8345	26.92	28.48	1	1	27600	27600	27600	181000	27600	27600	4	3	3	28.48	1	1	148	148	-12.159	0.4396	3	22.77	0.8861	.34990001	28	NOV	13
DEU	2760000	DEU9797	1	27600	35	776	1	2	2	3	3	2	2	2	7	2	2	2	7	1	5	1	9	1	1	1	1	1	2	1	2	2	2	2	2	2	2	1	2	3	4	4	4	4	9	1	1	4	4	4	4	4	5	5	1	4	9	9	2	1	1	1	2	2	2	2	2	2	9	7	1	2	2	2	2	2	1	1	1	2	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	8	8	9701	9703	9704	-0.1254	-0.2766	99.00	99.00	1	1	27600	27600	27600	61600	27600	27600	1	0	0	99.00	1	1	998	998	-12.159	0.7791	0	99.00	22.043	.34990001	28	NOV	13
DEU	2760000	DEU9797	1	27600	35	779	1	2	2	3	3	9	9	9	7	9	9	9	7	3	1	2	2	2	1	2	2	2	1	1	2	2	2	1	2	2	1	1	2	1	3	3	3	1	3	1	3	3	2	3	3	3	4	5	1	4	3	3	2	1	1	1	2	2	2	2	2	1	1	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8100	9621	9999	11.701	-0.3004	25. Jun	23.41	1	1	27600	27600	27600	27600	27600	27600	1	9	9	25. Jun	1	1	148	148	-12.159	0.7791	9	99.00	0.3309	.34990001	28	NOV	13
DEU	2760000	DEU9797	1	27600	35	782	1	2	2	3	2	2	2	2	7	2	2	1	7	9	9	3	3	4	2	3	3	3	1	2	1	2	2	1	2	1	2	1	8	9	1	3	4	1	3	1	2	3	4	4	4	5	5	5	4	5	4	5	1	1	1	1	1	2	2	2	2	9	2	7	1	2	2	2	2	2	2	1	2	2	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	8	1	9999	9999	9704	11.901	16.876	99.00	99.00	1	1	27600	927600	927600	927600	27600	27600	1	0	3	99.00	1	3	148	998	-0.4243	12.956	3	99.00	-18.317	.34990001	28	NOV	13
DEU	2760000	DEU9797	1	27600	35	783	2	1	2	5	3	2	2	1	7	2	2	1	7	4	1	2	3	2	3	2	3	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	1	1	2	1	2	2	2	3	4	5	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5223	7233	7234	-0.1254	-0.9916	31.72	28.48	1	1	27600	27600	27600	27600	27600	27600	1	3	3	31.72	1	1	148	148	-12.159	-0.4255	3	31.15	-10.793	.34990001	28	NOV	13
DEU	2760000	DEU9797	1	27600	36	788	1	2	2	2	2	9	9	1	7	9	9	9	7	6	5	2	2	2	3	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	4	4	1	2	1	1	2	4	4	4	4	5	5	4	5	3	3	2	2	3	1	2	2	2	2	2	1	1	7	2	2	2	2	2	1	1	2	2	2	2	2	2	9998	0	0	0	0	0	0	0	0	0	0	0	79200	0	0	0	0	0	0	0	0	0	0	0	0	79200	0	1	1	4322	7233	2161	-0.1254	0.6460	31.72	41.63	3	3	79200	27600	79200	79200	79200	79200	6	3	3	41.63	3	2	148	148	-12.159	-0.4255	9	79.74	-0.5360	.3441	28	NOV	13
DEU	2760000	DEU9797	1	27600	36	789	1	2	2	5	5	9	9	9	7	9	9	9	7	6	3	2	3	3	2	2	2	2	2	1	1	2	2	2	2	1	1	1	2	1	2	3	4	2	2	2	2	1	2	2	3	5	5	5	4	4	4	4	1	1	1	1	1	2	2	2	2	1	1	7	1	1	1	2	2	2	1	1	1	1	1	1	9998	9998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5311	4110	2635	11.701	10.539	43.33	24.98	9	9	27600	27600	27600	27600	27600	27600	3	9	9	43.33	1	1	148	148	-0.4243	12.956	9	70.50	-0.8397	.33500001	28	NOV	13
DEU	2760000	DEU9797	1	27600	36	790	1	2	2	3	3	2	2	2	7	2	2	2	7	2	3	3	2	2	2	3	3	2	1	1	2	2	2	2	2	2	2	2	2	3	2	4	4	1	3	1	2	2	4	3	4	5	5	5	3	4	3	3	1	1	1	1	1	2	2	2	2	1	1	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5100	7126	5120	-0.1254	0.4764	29.16	27.57	1	1	27600	27600	27600	27600	27600	27600	1	0	0	29.16	1	1	148	148	-0.4243	12.956	0	24.53	-10.793	.30829999	28	NOV	13
DEU	2760000	DEU9797	1	27600	36	792	1	2	2	5	5	1	9	9	7	2	2	2	7	9	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	2	1	2	4	4	1	1	1	1	1	4	3	3	3	5	5	1	2	2	2	1	1	1	1	9	1	2	2	2	1	1	7	2	2	1	2	2	1	1	1	1	1	1	1	9998	9998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5230	3322	9704	0.7501	-0.8130	57.03	30.90	9	9	27600	27600	27600	27600	27600	27600	6	1	1	57.03	1	1	148	148	-0.2735	12.956	0	99.00	23.177	.30829999	28	NOV	13
DEU	2760000	DEU9797	1	27600	36	793	2	1	2	5	5	2	2	9	7	2	2	2	7	9	4	3	2	3	1	1	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	1	1	1	1	1	1	1	1	5	4	5	1	4	4	4	1	1	1	1	2	1	1	2	2	1	1	7	1	1	1	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9112	3119	9999	-14.809	0.3180	51.35	14.21	1	1	27600	27600	27600	27600	27600	27600	3	0	0	51.35	1	1	148	148	0.0485	12.956	0	99.00	-0.8397	.33700001	28	NOV	13
DEU	2760000	DEU9797	1	27600	36	795	1	2	2	9	3	9	9	1	7	2	2	2	7	1	4	1	2	1	9	2	2	2	1	1	2	2	2	1	2	9	1	1	2	1	1	4	9	1	1	1	1	1	2	2	2	3	5	5	5	4	5	3	1	1	1	1	2	1	2	2	2	1	1	7	1	2	2	2	2	2	1	1	9	9	9	9	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8100	8212	7231	13.766	0.8345	23.88	23.41	1	1	27600	27600	999999	999999	999999	999999	1	3	3	23.88	9	9	148	148	-0.4243	12.956	0	30.78	0.7551	.33700001	28	NOV	13
DEU	2760000	DEU9797	1	27600	36	801	2	1	2	2	2	9	9	9	7	1	9	9	7	5	1	2	3	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	3	1	4	3	4	1	1	1	1	3	4	4	5	5	5	1	4	5	3	2	2	2	2	2	2	1	2	2	1	1	7	1	2	2	2	2	2	2	2	2	2	2	2	4	22	0	0	0	0	0	0	0	0	0	0	0	79200	0	0	0	0	0	0	0	0	0	0	0	0	79200	0	2	8	9999	5414	9704	-0.1254	0.4764	23.80	99.00	3	3	79200	79200	79200	79200	79200	79200	1	9	1	23.80	3	3	998	344	-0.4243	-0.4255	1	99.00	-0.5360	.33500001	28	NOV	13
DEU	2760000	DEU9797	1	27600	36	804	2	1	2	3	2	2	2	2	7	2	2	2	7	9	9	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	4	4	4	4	3	3	3	3	3	4	4	4	5	5	3	4	4	3	1	1	2	2	1	1	1	2	2	1	1	7	1	2	2	2	2	2	2	2	2	2	2	2	16	19	0	0	0	0	0	0	0	0	0	0	0	79200	0	0	0	0	0	0	0	0	0	0	0	0	79200	0	2	2	9701	5223	5329	0.3150	0.4764	28.48	99.00	3	3	79200	79200	79200	79200	79200	79200	1	0	0	28.48	3	3	344	344	0.4708	0.4396	0	26.64	0.3309	.33500001	28	NOV	13
DEU	2760000	DEU9797	1	27600	36	805	1	2	2	3	1	2	2	1	7	2	2	1	7	9	5	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3	1	4	4	1	2	1	2	2	4	4	4	5	4	5	3	5	2	4	1	1	1	1	1	1	1	2	2	1	1	7	2	2	1	1	2	2	2	2	2	2	2	2	16	11	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9705	3112	9999	-14.809	0.4764	59.35	99.00	1	1	61600	61600	61600	61600	61600	61600	4	3	3	59.35	3	3	148	148	0.4708	12.956	3	99.00	0.3309	.33700001	28	NOV	13
DEU	2760000	DEU9797	1	27600	36	806	1	2	2	2	2	1	2	1	7	2	2	2	7	1	3	2	3	3	3	2	4	2	1	2	2	2	2	2	2	1	1	2	2	2	2	3	3	2	2	1	1	3	4	3	3	5	4	5	3	3	2	3	2	1	2	1	1	1	2	2	2	2	9	7	2	2	1	2	2	1	1	2	1	1	2	2	15	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68800	0	0	0	0	0	8	2	9702	7120	2113	0.3150	0.0131	25.26	99.00	3	1	68800	27600	27600	27600	68800	68800	6	3	3	25.26	3	1	317	998	0.0485	0.4396	0	83.50	-14.771	.33700001	28	NOV	13
DEU	2760000	DEU9797	1	27600	36	807	1	2	2	5	3	9	9	9	7	9	9	9	7	9	4	2	2	1	2	3	1	1	1	1	2	2	2	2	2	2	1	1	2	2	1	4	3	4	2	1	1	2	4	4	4	5	5	5	4	5	4	4	1	2	2	1	1	2	2	2	2	1	1	7	2	2	1	2	2	2	9	9	9	9	9	9	20	13	27600	0	0	0	0	0	0	0	0	0	0	0	927600	27600	0	0	0	0	0	0	0	0	0	0	0	927600	1	1	4110	8111	2300	0.7501	13.249	35.07	43.33	2	2	999999	999999	999999	999999	999999	999999	3	9	9	43.33	9	9	148	148	-0.4243	0.4396	9	75.54	0.6338	.33500001	28	NOV	13
DEU	2760000	DEU9797	1	27600	36	808	1	2	2	5	4	2	2	2	7	2	2	1	7	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	1	1	2	3	1	4	3	1	1	1	1	2	4	3	4	3	4	5	1	3	2	2	2	2	1	1	1	2	2	2	2	1	1	7	1	1	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4322	7233	9704	0.7501	-0.8130	31.72	41.63	1	1	27600	27600	27600	27600	27600	27600	2	0	3	41.63	1	1	148	148	-0.4243	0.4396	3	99.00	0.3309	.33500001	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	809	1	2	2	5	5	2	1	2	7	2	1	1	7	3	3	2	3	3	3	2	3	3	2	2	2	2	2	2	2	2	1	2	2	2	2	3	3	1	2	3	2	1	4	4	4	5	5	5	1	4	2	2	3	2	2	2	2	2	2	2	2	1	1	7	1	2	1	2	1	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1341	1420	9704	-0.6314	-0.1412	51.56	65.01	1	1	27600	27600	27600	27600	27600	27600	5	2	3	65.01	1	1	148	148	-12.159	-0.9553	3	99.00	-14.771	.2543	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	810	1	2	2	9	1	9	9	9	7	9	9	9	7	9	9	4	4	4	4	4	4	4	9	9	2	2	2	2	2	9	2	2	2	9	4	4	4	1	9	1	9	4	4	9	4	5	5	5	9	9	9	9	4	4	4	4	2	2	2	2	2	1	1	7	1	2	2	2	2	2	1	1	9	9	9	9	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9704	9999	9703	-11.087	0.8175	99.00	99.00	1	1	27600	27600	999999	999999	999999	999999	1	9	9	99.00	9	9	148	148	-12.159	-31.734	9	99.00	-37.005	.2543	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	811	1	2	2	3	2	9	9	9	7	9	1	9	7	3	1	2	2	2	1	2	3	2	1	2	2	2	2	1	2	2	1	1	2	2	4	3	3	1	3	2	3	2	3	4	4	5	5	5	4	4	3	4	3	3	2	3	1	1	2	2	2	1	1	7	1	2	2	1	2	1	2	2	2	2	2	2	27	2	0	0	0	7000	0	0	0	0	0	0	0	0	0	0	0	0	7000	0	0	0	0	0	0	0	0	0	8	8	4312	8332	2261	0.7501	0.8345	25.95	57.38	3	3	7000	7000	7000	7000	7000	7000	6	9	2	57.38	3	3	998	998	0.0485	-15.646	2	88.31	-0.0994	.28999999	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	812	1	2	2	5	5	2	2	2	7	2	1	1	7	3	1	2	2	3	3	3	4	3	2	2	2	2	2	2	2	2	2	2	2	3	3	4	2	1	1	1	2	1	3	3	3	4	5	5	2	3	2	3	1	1	1	1	2	2	2	2	2	1	1	7	1	1	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6130	6130	2265	-14.809	-0.1412	17.79	17.79	1	1	27600	27600	27600	27600	27600	27600	2	0	3	17.79	1	1	148	148	-12.159	12.956	3	65.23	-16.570	.2543	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	813	1	1	2	4	3	1	2	1	7	2	2	2	7	6	3	2	2	3	2	1	4	2	1	2	2	2	2	2	2	2	1	2	2	2	3	3	4	1	1	1	3	1	3	1	1	3	4	5	2	4	2	2	1	1	1	1	1	2	2	2	2	1	2	7	1	2	1	1	2	1	1	1	1	1	1	2	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3251	3359	2635	-0.1254	-0.4659	64.40	47.83	1	1	27600	27600	27600	27600	27600	927600	6	3	3	64.40	1	1	148	148	-0.4243	12.956	0	70.50	-0.8397	.2543	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	814	1	2	2	4	4	9	9	1	7	9	9	9	7	5	3	1	2	2	2	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	3	4	1	2	1	1	2	4	1	4	4	5	5	1	4	1	1	1	1	1	1	1	2	2	2	2	1	1	7	2	2	1	2	2	1	1	1	1	2	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3256	3334	9999	-0.6314	-0.6372	62.39	44.92	1	1	27600	27600	27600	181000	27600	27600	6	3	3	62.39	1	1	148	148	-0.4243	12.956	9	99.00	-0.0994	.28999999	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	815	1	2	2	4	4	2	2	1	7	2	2	1	7	3	6	2	1	2	2	3	3	3	1	2	2	2	2	2	2	2	1	2	2	2	9	3	4	4	1	1	3	1	4	4	4	5	5	5	1	4	2	1	2	1	2	2	2	2	2	2	2	1	1	7	1	1	1	2	1	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9612	7113	9704	-0.1254	-0.3004	23.96	14.39	1	1	27600	27600	27600	27600	27600	27600	5	3	3	23.96	1	1	148	148	-12.159	0.1017	3	99.00	-0.8397	.2543	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	816	1	2	2	3	3	1	9	9	7	9	9	1	7	6	4	2	2	2	3	3	4	3	1	2	2	2	2	2	2	2	1	2	2	1	3	1	2	2	4	4	4	4	1	2	1	3	5	5	2	3	2	3	1	1	1	1	1	2	2	2	2	9	3	7	1	2	1	1	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2431	1221	2635	-0.1254	-0.3004	71.39	73.91	1	1	27600	27600	27600	27600	27600	27600	6	1	3	73.91	1	1	148	148	-0.4243	12.956	3	70.50	-14.771	.2543	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	819	2	1	2	3	3	1	9	9	7	1	9	9	7	9	9	2	3	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	1	3	2	2	1	1	1	3	2	3	3	3	4	3	4	1	3	2	1	1	1	1	1	2	2	2	2	2	1	1	7	1	2	1	2	2	1	2	2	2	2	2	2	30	28	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	2	2	8212	4321	2300	-0.1254	-11.714	32.50	23.88	1	1	181000	181000	181000	181000	181000	181000	6	1	1	32.50	3	3	495	495	-12.159	12.956	1	75.54	0.6338	.2737	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	820	1	2	2	3	2	2	2	2	7	2	2	2	7	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	4	2	3	2	2	4	4	3	3	4	4	4	5	1	2	1	1	1	2	3	3	1	1	2	2	2	1	1	7	2	2	1	2	2	2	2	2	2	2	2	2	13	15	0	0	0	0	0	0	0	0	0	0	0	79200	0	0	0	0	0	0	0	0	0	0	0	0	79200	0	2	2	8183	8122	4300	-14.809	-11.714	22.36	24.15	3	3	79200	79200	79200	79200	79200	79200	3	0	0	24.15	3	3	344	344	0.0485	-0.9553	0	44.08	-0.0994	.2737	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	821	1	2	2	4	4	1	9	9	7	9	9	9	7	6	5	3	2	2	2	3	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	3	3	2	1	1	1	2	3	3	3	5	5	5	4	4	3	2	2	1	2	2	1	2	2	2	2	1	1	7	1	2	2	1	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3222	1000	9999	0.3150	0.4764	65.12	51.93	1	1	27600	27600	27600	27600	27600	27600	4	1	1	65.12	1	1	148	148	-0.4243	0.1017	9	99.00	-0.8397	.28999999	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	822	1	2	2	9	4	9	9	9	7	2	2	1	7	9	5	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	3	4	3	9	1	3	1	4	3	4	3	4	5	1	4	9	1	1	1	1	1	2	1	2	2	2	1	1	7	1	2	2	1	2	2	1	1	1	1	1	1	9999	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	5120	9999	9704	-0.1254	-0.9348	99.00	24.53	9	1	27600	27600	27600	27600	27600	27600	4	9	3	24.53	1	1	999	148	-0.4243	12.956	3	99.00	17.172	.2543	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	823	1	2	2	3	3	9	1	9	7	9	1	9	7	9	2	2	2	3	2	2	2	2	1	1	2	2	2	2	2	2	1	1	2	1	3	2	4	1	2	1	2	1	4	3	4	3	5	5	3	3	3	4	2	2	1	1	1	1	2	2	2	9	2	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1343	3000	9999	0.7501	0.1650	56.03	65.01	9	9	27600	27600	27600	27600	27600	27600	1	2	2	65.01	1	1	148	148	0.0485	0.4396	2	99.00	-0.5360	.2543	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	826	1	2	2	4	3	9	1	9	7	9	9	1	7	9	3	3	2	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	3	2	2	1	1	4	3	4	4	5	5	1	4	1	2	1	1	1	1	2	1	2	2	2	1	1	7	1	2	2	1	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4300	3322	3118	-14.809	-0.4659	57.03	44.08	1	1	27600	27600	27600	27600	27600	27600	4	2	3	57.03	1	1	148	148	-0.4243	12.956	3	50.73	-12.871	.2737	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	827	1	2	2	4	4	1	2	2	7	2	2	2	7	1	2	2	3	2	2	2	4	4	1	1	2	2	2	2	2	2	1	1	2	2	2	2	1	2	1	3	3	1	2	3	3	3	5	5	1	3	1	2	2	2	3	2	2	2	2	2	2	9	2	7	2	2	1	2	2	2	2	2	2	2	2	2	29	7	0	0	0	0	0	0	0	0	0	0	0	79200	0	0	0	0	0	0	0	0	0	0	0	0	79200	0	2	2	5141	8100	2210	0.7501	-0.8130	23.41	31. Aug	3	3	79200	79200	79200	79200	79200	79200	3	1	1	31. Aug	3	3	344	344	-12.159	-0.9553	0	88.70	-14.771	.2543	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	828	1	1	2	3	3	2	2	1	7	2	2	2	7	3	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	1	2	3	3	2	1	2	3	1	2	2	2	4	5	5	3	3	3	2	2	2	2	1	2	1	1	2	2	9	2	7	1	2	1	2	2	2	2	2	2	2	2	2	16	12	0	0	0	0	0	0	0	0	0	0	0	79200	0	0	0	0	0	0	0	0	0	0	0	0	79200	0	2	2	9701	9329	9705	0.3150	0.0131	16.36	99.00	3	3	79200	79200	79200	79200	79200	79200	3	3	3	16.36	3	3	344	344	0.0485	0.1017	0	99.00	-0.0994	.2543	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	829	2	1	2	5	5	1	9	9	7	1	9	9	7	6	6	2	2	2	3	3	4	2	1	2	2	2	2	2	2	2	1	2	2	3	9	3	3	1	1	1	1	1	2	2	2	5	4	5	1	5	1	1	3	3	3	3	2	2	2	2	2	1	2	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2330	2330	2635	-0.1254	-0.4659	82.41	82.41	1	1	27600	27600	27600	27600	27600	27600	1	1	1	82.41	1	1	148	148	-12.159	-18.559	1	70.50	-12.871	.2543	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	830	1	2	2	3	3	2	1	2	7	2	2	2	7	1	3	3	2	2	2	3	4	3	2	2	2	2	2	2	2	2	2	2	2	3	4	3	3	1	1	1	3	2	3	3	4	5	5	5	1	5	2	3	2	1	2	1	2	2	2	2	2	1	1	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5223	3111	9704	-14.809	0.1650	55.03	28.48	1	1	27600	27600	27600	27600	27600	27600	1	2	2	55.03	1	1	148	148	-12.159	0.4396	0	99.00	-14.771	.2543	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	831	1	2	2	2	1	2	2	2	7	2	2	2	7	1	6	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	3	4	2	2	2	1	1	1	3	3	4	5	5	5	1	5	1	5	1	1	1	1	1	2	2	2	2	1	1	7	1	2	2	1	1	2	2	2	2	2	2	2	24	19	0	0	0	19100	777777	0	0	0	0	0	0	0	0	0	0	0	19100	777777	0	0	0	0	0	0	0	0	2	2	8157	7112	9999	-0.1254	0.3180	22.57	16.80	3	3	19100	19100	19100	19100	19100	19100	5	0	0	22.57	3	3	266	266	-0.4243	12.956	0	99.00	23.177	.2737	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	832	2	1	2	3	2	2	1	1	7	2	2	1	7	9	9	3	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	1	1	3	9	3	3	4	5	5	5	1	4	1	4	1	1	1	1	2	2	2	1	2	1	1	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4300	6100	9999	-14.809	0.0131	19.41	44.08	1	1	27600	27600	27600	27600	27600	27600	1	3	3	44.08	1	1	148	148	-0.4243	12.956	3	99.00	-0.5608	.2737	28	NOV	13
DEU	2760000	DEU9797	1	27600	37	833	1	2	2	3	3	2	2	2	7	2	1	9	7	3	6	2	2	2	3	2	3	3	1	1	2	2	2	2	2	2	1	1	2	1	2	3	3	1	1	1	3	1	2	2	3	4	5	5	2	3	1	1	2	2	2	1	2	2	2	2	2	9	2	7	1	2	1	1	2	2	2	1	9	9	9	9	9998	19	0	0	0	0	0	0	0	0	0	0	0	0	927600	27600	0	0	0	0	0	0	0	0	0	0	0	0	8	8	3221	7119	2635	0.7501	-0.6372	26.92	56.00	1	3	27600	927600	999999	999999	999999	999999	4	0	2	56.00	9	9	998	998	-12.159	0.1017	2	70.50	-10.793	.2543	28	NOV	13
DEU	2760000	DEU9797	1	27600	38	834	1	2	2	3	2	2	2	2	7	2	2	2	7	9	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	1	3	2	2	3	2	3	5	5	5	2	4	2	3	2	2	2	2	1	1	2	2	2	1	1	7	1	1	2	1	2	2	2	2	2	2	2	2	17	15	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5311	7223	9999	-14.809	0.1650	28.70	24.98	1	1	181000	181000	181000	181000	181000	181000	4	0	0	28.70	3	3	148	148	0.0485	-0.4255	0	99.00	-0.5360	.25319999	28	NOV	13
